Member_number,Recency,Frequency,Monetary,Class
1716,501,3,17.178326993322244,At_risk
1717,51,3,14.390178660686669,At_risk
1718,291,3,12.641655829877733,At_risk
1719,104,5,21.92110096490159,High_spender
1720,25,2,11.656912223826772,At_risk
1721,76,2,6.175170145674099,Hibernate
1722,125,6,20.723565647603145,Loyal
1723,22,4,21.539784991835944,High_spender
1724,112,4,22.16446661515237,High_spender
1725,429,3,14.156114046958738,At_risk
1726,4,5,23.26436645068745,High_spender
1727,165,2,8.937717459050535,Hibernate
1728,137,3,11.57296157746078,At_risk
1729,15,6,31.468834943279965,Loyal
1730,5,4,12.337681375592627,Regular
1731,40,6,22.176189735677653,Loyal
1732,215,3,12.56725772868339,At_risk
1733,190,4,32.38923104190124,High_spender
1734,170,6,31.33702902819956,Loyal
1735,511,2,11.090517844431162,At_risk
1736,123,5,18.83730678979808,Regular
1737,116,6,39.38154516017576,Loyal
1738,455,4,11.471907239037847,Regular
1739,213,2,9.22257599055914,Hibernate
1740,404,7,28.368785490522264,Loyal
1741,10,6,27.24631621410156,Loyal
1742,18,4,17.63251156641886,Regular
1743,47,4,24.675240193543303,High_spender
1744,93,2,4.227475874825284,Hibernate
1745,648,1,4.202899968776446,Hibernate
1746,77,5,15.437498518506654,Regular
1747,378,5,19.80970504767812,Regular
1748,297,5,28.295242638248062,High_spender
1749,360,3,17.723664591400993,At_risk
1750,325,5,23.633112437761284,High_spender
1751,280,4,17.642244706283325,Regular
1752,255,5,15.399209507462976,Regular
1753,131,7,31.1444968606123,Loyal
1754,104,5,25.43343803108317,High_spender
1755,574,2,6.045668601121495,Hibernate
1756,98,4,15.778308475154546,Regular
1757,7,4,27.37924089696773,High_spender
1758,307,3,27.08650304982197,At_risk
1759,95,3,23.365426179243865,At_risk
1760,341,3,14.438240136730872,At_risk
1761,89,7,41.78891260907464,Loyal
1762,182,2,5.152065409514134,Hibernate
1763,3,3,13.692998301055082,At_risk
1764,45,5,16.113162221217234,Regular
1765,294,3,17.756364657283505,At_risk
1766,343,2,10.89908174142845,At_risk
1767,67,6,22.83350142757052,Loyal
1768,117,7,35.633589938181714,Loyal
1769,0,2,7.403195829117939,Hibernate
1770,41,5,14.92976054294136,Regular
1771,282,3,10.228404217107933,At_risk
1772,58,4,12.786891529947804,Regular
1773,59,4,17.47645117218883,Regular
1774,145,5,18.357286098616846,Regular
1775,80,1,5.718605403547839,Hibernate
1776,259,6,26.15998424297125,Loyal
1777,27,7,38.54736555994994,Loyal
1778,373,3,12.664036081681106,At_risk
1779,63,3,17.98512488185707,At_risk
1780,78,5,35.00235385529312,High_spender
1781,207,3,14.060966993906131,At_risk
1782,81,6,27.103043382409908,Loyal
1783,176,6,29.497806636358707,Loyal
1784,95,3,11.938490116290678,At_risk
1785,9,7,38.05069662851537,Loyal
1786,323,3,9.249695595313334,Hibernate
1787,60,3,31.763579286656604,At_risk
1788,10,7,26.43157546080728,Loyal
1789,69,5,20.152900334846425,Regular
1790,276,2,6.626922231652332,Hibernate
1791,454,3,15.844755935285248,At_risk
1792,137,3,31.38016318017608,At_risk
1793,26,10,54.93584399128065,Loyal
1794,104,2,8.3148388393995,Hibernate
1795,271,2,7.630263426681573,Hibernate
1796,57,6,23.56215270587664,Loyal
1797,411,5,22.11915352993734,High_spender
1798,363,8,32.91997555920839,Loyal
1799,94,4,14.263018881565111,Regular
1800,152,4,20.369664739778656,Regular
1801,201,5,15.85996188901023,Regular
1803,232,4,14.69294752628019,Regular
1804,30,3,17.28255663958062,At_risk
1805,204,3,12.124721558034263,At_risk
1806,177,2,21.24795524393071,At_risk
1807,12,3,14.638201957299955,At_risk
1808,162,4,21.407811920167084,High_spender
1809,429,2,10.507122369426698,At_risk
1810,443,4,23.26861889671904,High_spender
1811,98,7,30.477921537297377,Loyal
1812,77,1,8.406313472940543,Hibernate
1813,394,1,7.678973994962238,Hibernate
1814,40,6,21.64753784579433,Loyal
1815,122,5,18.39333229252035,Regular
1816,496,4,19.98137857698634,Regular
1817,131,5,27.549870528983497,High_spender
1818,111,4,15.821089683678052,Regular
1819,12,5,38.22539731548761,High_spender
1820,267,5,19.680073294111352,Regular
1821,223,3,20.85413764949036,At_risk
1822,302,4,21.616651668206817,High_spender
1823,33,3,22.66621371412512,At_risk
1824,59,4,16.127980352094056,Regular
1825,39,4,22.5904448369914,High_spender
1826,376,1,3.5559193268577056,Hibernate
1827,182,9,41.25120880625736,Loyal
1828,281,3,12.142043893190408,At_risk
1829,194,4,17.013488190875947,Regular
1830,348,2,6.70490443093569,Hibernate
1831,355,3,15.376460151229155,At_risk
1832,43,6,33.45293834978449,Loyal
1833,159,4,19.121289518073485,Regular
1834,38,3,15.794971072556637,At_risk
1835,191,4,21.55569954955299,High_spender
1836,113,3,13.546136085223417,At_risk
1837,174,4,20.76128751382132,High_spender
1838,280,4,20.139807764412065,Regular
1839,82,5,25.94027859612245,High_spender
1840,367,2,9.122903385882392,Hibernate
1841,234,2,7.548176560519002,Hibernate
1842,310,3,10.907320128677265,At_risk
1843,24,4,14.188071495934055,Regular
1844,47,6,24.73212683994416,Loyal
1845,145,3,8.108083215239489,Hibernate
1846,31,5,20.482993719048736,Regular
1847,257,4,15.241855448841331,Regular
1848,177,4,14.06991066390542,Regular
1849,188,3,14.863718833482007,At_risk
1850,294,4,17.27731623874965,Regular
1851,172,4,17.820256136737022,Regular
1852,478,4,15.356972677446374,Regular
1853,213,4,19.02486518488441,Regular
1854,157,3,11.140231133052056,At_risk
1855,51,4,26.8151366216827,High_spender
1856,65,4,18.09999588146067,Regular
1857,111,2,13.02773264672216,At_risk
1858,249,2,10.472605027559124,At_risk
1859,216,5,23.02413423193168,High_spender
1860,522,2,5.914263797244011,Hibernate
1861,140,2,7.239645606098239,Hibernate
1862,116,5,34.74635841961067,High_spender
1863,148,4,27.160474242434823,High_spender
1864,94,4,15.3494929432663,Regular
1865,27,6,26.586486537779933,Loyal
1866,52,7,38.60979425145291,Loyal
1867,276,4,19.51115760084648,Regular
1868,424,3,13.196102268720098,At_risk
1869,228,4,16.814491791041807,Regular
1870,112,8,43.37787951449578,Loyal
1871,381,1,4.797277043516843,Hibernate
1872,128,3,15.103336058609688,At_risk
1873,102,3,12.452420752426892,At_risk
1874,154,4,13.31548867267674,Regular
1875,154,2,11.949558953040846,At_risk
1876,197,1,5.179646436830358,Hibernate
1877,456,4,15.273609898425889,Regular
1878,33,9,34.3460950678303,Loyal
1879,417,4,12.45973065507794,Regular
1880,106,2,6.057387110017715,Hibernate
1881,76,5,15.62394184595934,Regular
1882,96,3,14.719973657128136,At_risk
1883,55,5,19.19491480900165,Regular
1884,19,2,23.447295673806494,At_risk
1885,5,4,18.54858122232297,Regular
1886,28,2,6.85232256585205,Hibernate
1887,51,7,40.31619925910821,Loyal
1888,207,6,30.368696462924,Loyal
1889,124,8,40.42160680977844,Loyal
1890,217,4,23.80067463187314,High_spender
1891,543,2,8.30877272165491,Hibernate
1892,40,6,27.52086796126332,Loyal
1893,270,4,14.54541975771904,Regular
1894,88,4,24.80523160776492,High_spender
1895,402,6,26.92282398363871,Loyal
1896,379,4,21.729310473318627,High_spender
1897,339,4,14.410347213409477,Regular
1898,414,1,3.657388787022565,Hibernate
1899,67,5,20.29726920223364,Regular
1900,97,4,18.3674776286294,Regular
1901,31,3,24.182655283962823,At_risk
1902,29,3,14.82050688587963,At_risk
1903,295,4,16.925777220312604,Regular
1904,256,3,10.530644963780432,At_risk
1905,73,9,52.02929230982436,Loyal
1907,164,2,11.17782303661315,At_risk
1908,157,10,37.673983546436574,Loyal
1909,121,2,12.949713790538596,At_risk
1910,61,5,18.09645017922958,Regular
1911,211,2,14.746095465523885,At_risk
1912,130,3,11.148526524769572,At_risk
1913,134,5,35.576233227488615,High_spender
1914,209,3,11.5686960542893,At_risk
1915,145,2,4.925992020027151,Hibernate
1916,44,3,11.54166690413535,At_risk
1917,154,5,25.80270149288231,High_spender
1918,92,2,11.680304435313865,At_risk
1919,134,2,7.81332636015248,Hibernate
1920,317,2,10.377387580949874,At_risk
1921,49,7,31.1052960996486,Loyal
1922,84,9,31.344997376241547,Loyal
1923,24,6,21.793731895197272,Loyal
1924,43,6,21.961066225634102,Loyal
1925,575,1,2.976549454137217,Hibernate
1926,75,3,11.683633984046422,At_risk
1927,229,2,11.408664609708666,At_risk
1928,104,3,17.613996748318094,At_risk
1929,173,7,33.922194445869884,Loyal
1930,45,6,26.20093619503736,Loyal
1931,82,6,29.015487141889004,Loyal
1932,114,9,38.08263809774192,Loyal
1933,435,1,3.279406324608233,Hibernate
1934,146,5,35.82974592938458,High_spender
1935,489,4,17.402747422888897,Regular
1936,137,2,11.337585573866582,At_risk
1937,74,5,21.12364252050936,High_spender
1938,236,4,18.305703961416626,Regular
1939,61,5,31.29913853702337,High_spender
1940,42,5,26.30603741195888,High_spender
1941,105,2,8.985653229938555,Hibernate
1942,441,2,8.358188081218259,Hibernate
1943,91,5,34.90639522813507,High_spender
1944,121,2,7.109689902623165,Hibernate
1945,244,5,25.551868323049245,High_spender
1946,22,6,25.18771699310159,Loyal
1947,532,3,16.601198246853958,At_risk
1948,127,6,38.0445246342312,Loyal
1949,161,6,30.78214501643132,Loyal
1950,49,5,14.892357878477004,Regular
1951,69,3,14.884851169630442,At_risk
1952,37,2,19.48508114772764,At_risk
1953,296,1,9.134926932686309,Hibernate
1954,146,3,24.23137450785198,At_risk
1955,320,4,14.816410650620032,Regular
1956,716,1,3.776432351121798,Hibernate
1957,333,2,6.52881836604406,Hibernate
1958,180,2,16.39474133507933,At_risk
1959,17,7,34.45944922309457,Loyal
1960,355,1,7.09537477686939,Hibernate
1961,15,6,18.45795288570441,Regular
1962,205,3,18.804857159110945,At_risk
1963,0,1,3.732896339530711,Hibernate
1964,394,4,17.280791097581922,Regular
1965,148,2,6.95059060538889,Hibernate
1966,433,7,24.40052031937823,Loyal
1967,64,6,26.10912306842168,Loyal
1968,88,4,20.687045890754742,High_spender
1969,160,5,23.6219021349788,High_spender
1970,567,4,16.843647236995828,Regular
1971,103,3,17.87775273901125,At_risk
1972,211,2,8.469101755079647,Hibernate
1973,67,1,8.136020615877104,Hibernate
1974,241,1,12.387917928923954,At_risk
1975,95,2,6.916223323672964,Hibernate
1976,77,1,3.397858480396641,Hibernate
1977,352,1,5.460436216024473,Hibernate
1978,299,3,15.314236802384432,At_risk
1979,39,8,32.83235415590108,Loyal
1980,76,5,12.403329259256562,Regular
1981,60,2,9.271317082390388,Hibernate
1982,16,3,16.63591777245319,At_risk
1983,143,7,36.5410020187669,Loyal
1985,34,3,11.525743218577148,At_risk
1987,76,3,18.14753635566757,At_risk
1988,113,2,10.581815224614584,At_risk
1989,112,1,3.048324723673161,Hibernate
1990,151,3,10.955591308931984,At_risk
1991,21,9,45.11575592953483,Loyal
1992,124,3,14.90645177115945,At_risk
1993,175,3,18.799930273376155,At_risk
1994,86,3,23.90056581245169,At_risk
1995,201,5,22.38034351750693,High_spender
1996,234,4,16.72316939564236,Regular
1997,2,6,35.97590634913432,Loyal
1998,226,9,47.329897560882586,Loyal
1999,128,4,33.90526664856199,High_spender
2000,129,2,14.75278358585178,At_risk
2001,112,7,39.11401853183982,Loyal
2002,71,1,11.79999743114502,At_risk
2003,37,2,10.890075679356384,At_risk
2004,131,5,26.12360569364973,High_spender
2005,99,4,23.642010837697697,High_spender
2006,22,2,8.212161480629344,Hibernate
2007,37,2,10.44073529948986,At_risk
2008,70,3,6.307248244128568,Hibernate
2009,80,3,11.54866612174558,At_risk
2010,11,4,18.05406702095469,Regular
2011,7,8,26.36686101877812,Loyal
2012,276,2,5.3512418298559234,Hibernate
2013,122,3,11.031801441016714,At_risk
2014,190,8,27.603790077070883,Loyal
2015,232,2,7.32721059942753,Hibernate
2016,137,2,8.168214271254815,Hibernate
2017,68,7,35.38194609264992,Loyal
2018,127,5,28.841828898814285,High_spender
2019,46,7,27.246196269719867,Loyal
2020,41,3,17.60277524149042,At_risk
2021,352,1,4.416428061391214,Hibernate
2022,161,6,49.34332863061522,Loyal
2023,121,3,13.422574681197846,At_risk
2024,527,2,4.902069647489481,Hibernate
2025,412,3,16.642227043307493,At_risk
2026,411,2,8.019107403553932,Hibernate
2027,447,2,8.907740649275727,Hibernate
2028,10,6,28.508892022974724,Loyal
2029,175,5,19.07130092273292,Regular
2030,117,3,10.668720388831431,At_risk
2031,307,4,27.7671669210344,High_spender
2032,155,2,13.160041949453651,At_risk
2033,319,4,28.67252752274065,High_spender
2034,80,3,13.28383846256612,At_risk
2035,7,3,20.11862929094633,At_risk
2036,490,3,9.39902881705234,Hibernate
2037,255,3,17.940892113365177,At_risk
2038,227,5,17.393476131673356,Regular
2039,99,2,9.584432040383705,At_risk
2040,84,6,28.78942390858856,Loyal
2041,97,7,31.250436502577973,Loyal
2042,41,6,31.090915923315883,Loyal
2043,253,5,28.944240711727485,High_spender
2044,14,4,16.850589107471286,Regular
2045,23,7,31.36673572147194,Loyal
2046,131,2,9.519822377251431,At_risk
2047,10,5,23.338902900236555,High_spender
2048,14,6,19.80021485529529,Regular
2049,84,4,18.117934691949536,Regular
2050,185,2,6.322421603041085,Hibernate
2051,46,8,60.30804676707068,Loyal
2053,100,3,11.861736160208617,At_risk
2054,15,3,22.298798318310443,At_risk
2055,52,7,27.500779855789663,Loyal
2056,36,6,31.074973009519688,Loyal
2057,47,2,8.702089457466471,Hibernate
2058,209,4,19.12633468813484,Regular
2059,479,4,22.244296825410537,High_spender
2060,157,2,9.211130060090431,Hibernate
2061,3,4,25.537113246198853,High_spender
2062,99,3,13.731316604034358,At_risk
2063,33,6,26.62473357668855,Loyal
2064,131,3,14.32385986141297,At_risk
2065,342,6,22.79157688551701,Loyal
2066,223,4,23.99424368275946,High_spender
2067,140,4,13.04795743841554,Regular
2068,206,5,23.22984029507287,High_spender
2069,181,5,22.224265108180013,High_spender
2070,11,9,43.185539814182086,Loyal
2071,77,4,17.136428747437968,Regular
2072,32,5,22.634530861711387,High_spender
2073,195,4,17.72690820799849,Regular
2074,10,4,17.711270732558628,Regular
2075,344,3,7.901181970026703,Hibernate
2076,26,4,14.552271005655983,Regular
2077,229,4,33.08970762890842,High_spender
2078,75,2,12.987125880688351,At_risk
2079,164,5,29.22850610623861,High_spender
2080,253,2,10.8283649294308,At_risk
2081,342,3,20.66071957345285,At_risk
2082,37,4,14.797990176450403,Regular
2083,53,4,22.46792516152103,High_spender
2084,137,2,5.95391220145535,Hibernate
2085,252,4,13.011016982061705,Regular
2086,211,6,39.90427937531104,Loyal
2087,265,4,17.970392332186773,Regular
2088,324,2,9.941952179928595,At_risk
2089,60,7,31.796751416097656,Loyal
2091,72,4,18.24040572861236,Regular
2092,54,5,27.497151024871123,High_spender
2093,201,6,34.043050137660096,Loyal
2094,602,3,9.14646016849998,Hibernate
2095,92,2,8.37393839130949,Hibernate
2096,339,1,3.197856457644125,Hibernate
2097,90,3,23.694938571784363,At_risk
2098,436,2,12.056411135384325,At_risk
2100,78,6,31.3852016099094,Loyal
2101,10,4,15.526954701962003,Regular
2102,234,5,20.67923889835604,High_spender
2103,294,1,3.781002742989742,Hibernate
2104,71,4,19.11194060899609,Regular
2105,343,2,11.543931235382203,At_risk
2106,36,5,19.28102025008062,Regular
2107,33,6,30.85142836034707,Loyal
2108,90,3,14.31362751372071,At_risk
2109,63,4,16.335629571619176,Regular
2110,154,3,16.57263233792842,At_risk
2111,308,4,15.623166959999972,Regular
2112,572,2,6.32997470575476,Hibernate
2113,114,3,13.865847969671508,At_risk
2114,54,3,9.836372916060949,At_risk
2115,42,3,13.180515938835764,At_risk
2116,123,2,5.494199889714695,Hibernate
2117,53,3,25.630810142089587,At_risk
2118,165,2,11.447237002903956,At_risk
2119,97,3,15.42155942787581,At_risk
2120,84,7,28.635585306852484,Loyal
2121,422,2,6.083929774780076,Hibernate
2122,267,4,18.445472409779214,Regular
2123,572,1,7.619103805471289,Hibernate
2125,188,2,11.475031180521308,At_risk
2126,612,1,4.835011258750023,Hibernate
2127,41,5,20.82868650253135,High_spender
2128,142,5,18.275620536308868,Regular
2129,141,6,30.378886017637065,Loyal
2131,125,6,20.7819140391043,Loyal
2132,376,5,21.725605814157056,High_spender
2133,147,7,31.47822124900597,Loyal
2134,95,3,13.285017286092003,At_risk
2135,339,2,15.707302812465445,At_risk
2136,323,1,3.382354293860676,Hibernate
2137,614,2,10.78423143514694,At_risk
2138,301,7,36.01219378920493,Loyal
2139,258,5,21.3002378881626,High_spender
2140,0,3,8.633429098085536,Hibernate
2141,297,4,12.639889501798857,Regular
2142,188,5,35.33117889778045,High_spender
2143,158,3,12.540084462600102,At_risk
2144,359,5,23.680173398597702,High_spender
2145,18,2,6.518805046491616,Hibernate
2146,193,3,12.01795818091838,At_risk
2147,48,4,14.922241820088663,Regular
2148,164,5,17.69540240770197,Regular
2149,221,4,17.81279170220915,Regular
2151,92,5,24.788931298486705,High_spender
2152,118,5,19.56750060595068,Regular
2153,381,2,5.849425639413687,Hibernate
2154,290,5,19.742371600955018,Regular
2155,414,4,12.172629758307044,Regular
2156,145,4,13.661347223056945,Regular
2157,62,4,25.606626125385795,High_spender
2158,151,2,17.97231724742296,At_risk
2159,166,3,15.752794045859536,At_risk
2160,85,6,23.83814074988597,Loyal
2161,462,2,6.971077060191813,Hibernate
2162,194,3,23.15280993108778,At_risk
2164,36,9,41.83095174603003,Loyal
2165,115,6,20.066521958106627,Regular
2166,20,6,26.84573898458033,Loyal
2167,22,4,20.39705577690905,Regular
2168,35,3,12.169160910968964,At_risk
2169,59,5,20.752115157331115,High_spender
2170,195,3,19.376596763432964,At_risk
2171,118,6,37.95853480474743,Loyal
2172,303,2,10.355388512737534,At_risk
2173,141,2,8.704569153157463,Hibernate
2174,468,3,9.810061289545615,At_risk
2175,299,6,26.108135745255552,Loyal
2176,144,5,25.533307806029704,High_spender
2177,454,3,10.80904134926506,At_risk
2178,10,5,26.472823307073885,High_spender
2179,258,1,8.403615002985918,Hibernate
2180,377,2,7.75591756564527,Hibernate
2181,190,3,15.05553518418198,At_risk
2183,366,3,13.151693741905474,At_risk
2184,23,8,48.03652540017256,Loyal
2185,80,4,17.56744227552271,Regular
2186,120,6,31.80432318751524,Loyal
2187,136,3,10.536307475062646,At_risk
2188,32,4,17.934866098958885,Regular
2190,80,2,9.843103461789775,At_risk
2191,50,4,20.84714922444875,High_spender
2192,323,2,7.833327603302282,Hibernate
2193,91,11,59.16437198378821,Loyal
2194,208,5,26.47244670504024,High_spender
2195,173,4,14.627739300541265,Regular
2196,82,5,26.256105983240825,High_spender
2197,542,1,3.977997994351679,Hibernate
2198,507,1,4.913536849632705,Hibernate
2199,576,2,6.943267199983497,Hibernate
2200,81,3,18.69499872941228,At_risk
2201,222,4,26.7668193547504,High_spender
2202,93,6,30.40384323229232,Loyal
2203,186,1,5.705015048058747,Hibernate
2204,94,5,23.865781318058545,High_spender
2205,298,2,14.777259598625216,At_risk
2206,74,3,11.784230502877527,At_risk
2207,266,4,16.17026982498226,Regular
2208,153,1,18.06918330098297,At_risk
2209,88,5,27.34284644250784,High_spender
2210,96,5,44.60826186232436,High_spender
2211,31,4,22.30594573483757,High_spender
2212,63,5,21.26638162464845,High_spender
2213,492,1,2.3282528397426234,Hibernate
2214,345,1,7.604518314452395,Hibernate
2215,34,7,26.15838876776695,Loyal
2216,43,1,3.7823697972012753,Hibernate
2217,28,3,17.119777724432055,At_risk
2218,181,6,23.22188263811549,Loyal
2219,257,3,8.01273445593245,Hibernate
2220,148,2,9.047922301391976,Hibernate
2221,12,3,11.606618824825318,At_risk
2222,2,7,37.49763857397859,Loyal
2225,246,4,18.02821528251685,Regular
2226,296,6,27.048379440062245,Loyal
2227,193,2,8.366306299633566,Hibernate
2228,214,2,8.76844535998127,Hibernate
2229,8,8,44.292921063458216,Loyal
2230,216,4,39.85127142993348,High_spender
2231,27,6,28.00968679631673,Loyal
2232,238,5,27.74391936907337,High_spender
2233,124,4,18.28989151832868,Regular
2234,6,6,40.205994665849694,Loyal
2235,66,6,24.196345776275955,Loyal
2236,330,4,28.84156539462598,High_spender
2237,324,4,19.0288140481493,Regular
2238,24,4,25.63581963796076,High_spender
2239,17,3,18.536736445426893,At_risk
2240,29,5,19.87880619146886,Regular
2241,73,4,17.773349309897156,Regular
2242,208,4,22.49825377367494,High_spender
2243,106,4,18.98397482409849,Regular
2244,276,6,28.963309490640924,Loyal
2245,229,4,16.655392086554137,Regular
2246,123,2,13.035459635640002,At_risk
2247,213,3,18.91012286955666,At_risk
2248,288,1,2.223541885653593,Hibernate
2249,215,2,8.005140148012199,Hibernate
2250,76,2,16.073747437629716,At_risk
2251,190,5,35.460470838416455,High_spender
2252,83,6,34.97942987143101,Loyal
2253,162,3,9.833772134360892,At_risk
2254,340,5,27.68084449530216,High_spender
2255,12,5,25.43109408715247,High_spender
2256,131,4,19.859779953944454,Regular
2257,229,4,15.64422533571468,Regular
2258,437,3,10.575891610065998,At_risk
2259,562,3,10.585874763694054,At_risk
2260,61,3,12.522348648027204,At_risk
2261,184,6,21.172869573377373,Loyal
2262,56,4,20.36461016383532,Regular
2263,181,1,6.056784013228625,Hibernate
2264,352,3,14.476060224552697,At_risk
2265,96,3,24.516733511520723,At_risk
2266,91,2,18.471380984017948,At_risk
2267,49,6,31.586443310943988,Loyal
2269,101,3,13.741993896982407,At_risk
2270,91,6,46.14268892038957,Loyal
2271,40,11,57.92897994643305,Loyal
2272,116,6,24.535313604824488,Loyal
2273,33,7,22.97738870900279,Loyal
2274,359,5,20.91044457092352,High_spender
2275,150,2,8.242777229706931,Hibernate
2276,353,3,13.92001965104074,At_risk
2277,346,3,14.061974554233814,At_risk
2278,142,3,11.327394334199798,At_risk
2279,400,3,16.202998902467094,At_risk
2280,353,2,7.9564947376095745,Hibernate
2281,64,1,6.442540166468199,Hibernate
2282,233,1,7.922152277962618,Hibernate
2283,346,2,11.802605038048627,At_risk
2284,287,4,25.54190419560641,High_spender
2285,14,2,7.327663317359658,Hibernate
2286,26,3,12.530585377230516,At_risk
2287,14,4,16.84531406203083,Regular
2288,213,4,21.783650400326422,High_spender
2289,56,7,29.91492837683846,Loyal
2290,111,4,21.627435516304374,High_spender
2291,101,5,21.610447535673966,High_spender
2292,280,1,3.935739532045462,Hibernate
2293,11,8,35.093458796703736,Loyal
2294,98,9,42.972526585065374,Loyal
2295,2,4,15.42959579355238,Regular
2296,566,1,2.513656063073986,Hibernate
2297,304,1,2.399348761426354,Hibernate
2298,85,8,36.840033437856704,Loyal
2299,50,3,15.8556967699253,At_risk
2300,102,4,21.328534079116867,High_spender
2301,6,4,14.366796757075118,Regular
2302,700,1,2.7498317351171653,Hibernate
2303,518,3,16.970803025391454,At_risk
2304,182,1,2.5494451709255714,Hibernate
2305,93,3,18.006242149914964,At_risk
2306,82,5,23.15005464348852,High_spender
2307,184,4,23.993945064280418,High_spender
2308,476,2,9.50868777347038,At_risk
2309,1,4,20.28018084244691,Regular
2310,281,4,32.71301378168013,High_spender
2311,59,6,31.420347988211105,Loyal
2312,229,4,16.516332574794376,Regular
2313,315,2,9.567373543263836,At_risk
2314,35,5,18.219337081017304,Regular
2315,10,7,27.095956792393142,Loyal
2316,205,3,13.95871240658164,At_risk
2318,348,2,9.916869612029386,At_risk
2319,234,2,14.702828347870437,At_risk
2320,387,5,23.09893033743932,High_spender
2321,197,4,26.200984915143,High_spender
2322,683,2,7.606952123368629,Hibernate
2323,368,2,12.359944240931284,At_risk
2324,134,3,9.96271426596906,At_risk
2325,258,6,28.03312906715479,Loyal
2326,31,3,15.674695062735909,At_risk
2327,22,4,19.33494341724926,Regular
2328,311,2,13.211768482339869,At_risk
2329,168,2,8.344586848728763,Hibernate
2330,420,2,6.290074690091453,Hibernate
2331,32,6,21.98770856991365,Loyal
2332,15,6,22.431397544976484,Loyal
2334,668,2,7.479071040227831,Hibernate
2335,160,2,7.065384063185707,Hibernate
2336,84,4,20.303591052333186,Regular
2337,137,6,25.257686301116355,Loyal
2338,22,3,22.40552779698538,At_risk
2339,589,4,19.940680524917475,Regular
2340,32,7,32.47594541195916,Loyal
2341,373,5,19.35574147236332,Regular
2342,376,2,6.190249829932602,Hibernate
2343,214,4,12.442209510367984,Regular
2344,13,6,48.230151772973656,Loyal
2345,13,4,16.50445159476479,Regular
2346,104,5,34.41130402007183,High_spender
2347,337,2,6.906278989803314,Hibernate
2348,19,6,35.363971636160294,Loyal
2349,166,7,27.458555457970185,Loyal
2350,579,2,4.527269183226416,Hibernate
2351,358,3,12.513729391065644,At_risk
2352,239,3,12.376153245383753,At_risk
2353,242,4,12.601002312503931,Regular
2354,497,2,6.009665893037189,Hibernate
2355,159,5,20.91773423591116,High_spender
2356,121,5,29.26405822647734,High_spender
2357,98,7,39.11459715698431,Loyal
2358,15,3,21.49221431000781,At_risk
2359,124,5,22.83378735901826,High_spender
2360,315,3,10.701998573068376,At_risk
2361,88,4,16.01502352738291,Regular
2362,37,5,23.54952775794317,High_spender
2363,66,4,26.45612591908351,High_spender
2364,113,4,24.366928543029864,High_spender
2365,192,5,33.66820776703594,High_spender
2366,134,4,23.163172497094795,High_spender
2368,49,1,10.834719911459327,At_risk
2369,74,4,21.11659126003044,High_spender
2370,109,7,36.72284793661097,Loyal
2371,122,3,12.649630457494949,At_risk
2372,118,2,8.062506752919845,Hibernate
2373,495,1,2.7663191092261856,Hibernate
2374,190,5,26.304588534367248,High_spender
2375,21,5,24.515474416135365,High_spender
2376,216,3,16.39284179696901,At_risk
2377,258,2,9.171505152510662,Hibernate
2378,259,1,9.267806127470736,Hibernate
2379,102,3,11.696440300723577,At_risk
2380,82,6,31.21302784235363,Loyal
2381,227,7,37.31907652571631,Loyal
2383,86,5,25.84393150815768,High_spender
2384,362,2,10.407224721744369,At_risk
2386,25,4,22.634274052185205,High_spender
2387,659,1,2.970414465569701,Hibernate
2388,406,4,13.11519260618222,Regular
2389,47,6,32.24129020008388,Loyal
2390,131,5,18.46841376390583,Regular
2391,25,6,27.08142299557678,Loyal
2392,15,2,12.409304029781264,At_risk
2393,257,3,25.867597690499395,At_risk
2394,38,10,53.90063295565128,Loyal
2395,408,2,12.543417786773556,At_risk
2396,496,5,19.994606307890503,Regular
2397,87,2,12.941330977897923,At_risk
2398,356,3,9.640965364559376,At_risk
2399,321,5,25.21441490688369,High_spender
2400,283,4,22.5970376533886,High_spender
2401,11,5,18.64757211274314,Regular
2402,115,3,18.478363798380887,At_risk
2403,29,4,27.54534194367584,High_spender
2404,76,5,20.28135774566954,Regular
2406,23,7,29.23422166961292,Loyal
2407,295,3,17.868509558442664,At_risk
2408,112,7,39.0656332924403,Loyal
2410,39,3,19.94281598577804,At_risk
2411,618,3,11.702764719595796,At_risk
2412,292,2,12.787570392578273,At_risk
2413,17,6,20.524098420300263,Regular
2414,574,1,4.762515756711869,Hibernate
2415,144,4,28.784631119052445,High_spender
2416,55,3,18.98103356712773,At_risk
2417,422,1,3.7932394694381792,Hibernate
2419,130,3,19.90530711130409,At_risk
2420,94,3,18.6834788734868,At_risk
2421,38,7,38.83926855646588,Loyal
2422,49,2,17.01766807087677,At_risk
2423,517,2,7.203938712244754,Hibernate
2424,458,3,11.611825954655362,At_risk
2425,313,2,4.631001662022356,Hibernate
2426,113,7,34.25252793064104,Loyal
2427,187,3,14.851721272201544,At_risk
2428,131,6,28.42687871153145,Loyal
2429,184,1,8.701181624865749,Hibernate
2430,344,3,24.80094909732244,At_risk
2431,64,5,22.37943486865192,High_spender
2432,18,7,26.85224957415821,Loyal
2433,3,7,58.12165876731698,Loyal
2434,103,3,16.92766647001287,At_risk
2435,92,5,22.93320020033468,High_spender
2436,36,4,18.4671448384092,Regular
2437,45,5,27.09359521543045,High_spender
